order_no,date,lot_number,currency,buysell,amount,price,rate,fee,swap,pl,total_pl
521042758,2022/04/30 2:38:22,60000578188092,米ドル-円,決済売,40,129.545,-,0,0,-240400,-240400
520897341,2022/04/29 21:29:06,10000585961353,米ドル-円,新規買,40,130.146,-,0,0,,0
520703099,2022/04/29 16:08:21,60000578037795,米ドル-円,決済売,10,130.179,-,0,0,-71700,-71700
520536571,2022/04/29 4:31:26,10000585799419,米ドル-円,新規買,10,130.896,-,0,0,,0
520536448,2022/04/29 4:30:02,60000577965958,米ドル-円,決済買,5,130.888,-,0,-30185,-1358700,-1388885
430585688,2021/01/27 13:59:59,10000545761294,米ドル-円,新規売,10,103.714,-,0,0,,0
520536421,2022/04/29 4:29:46,60000577965937,米ドル-円,決済売,10,130.894,-,0,0,83700,83700
520052118,2022/04/28 15:06:26,10000585589646,米ドル-円,新規買,10,130.057,-,0,0,,0
520536421,2022/04/29 4:29:46,60000577965936,米ドル-円,決済売,30,130.894,-,0,0,257700,257700
520047646,2022/04/28 15:00:00,10000585587825,米ドル-円,新規買,30,130.035,-,0,0,,0
520536421,2022/04/29 4:29:46,60000577965935,米ドル-円,決済売,20,130.894,-,0,0,470800,470800
519853046,2022/04/28 8:22:33,10000585504632,米ドル-円,新規買,20,128.540,-,0,0,,0
519799931,2022/04/28 1:07:02,60000577625916,米ドル-円,決済売,40,128.370,-,0,0,151200,151200
519744913,2022/04/27 23:18:08,10000585459401,米ドル-円,新規買,40,127.992,-,0,0,,0
519741860,2022/04/27 23:13:46,60000577596492,米ドル-円,決済売,20,127.925,-,0,0,10200,10200
519528735,2022/04/27 15:12:03,10000585365509,米ドル-円,新規買,20,127.874,-,0,0,,0
519741664,2022/04/27 23:13:34,60000577596438,米ドル-円,決済売,20,127.921,-,0,0,6000,6000
519573913,2022/04/27 16:52:19,10000585385304,米ドル-円,新規買,20,127.891,-,0,0,,0
519557986,2022/04/27 16:19:25,60000577514244,米ドル-円,決済売,20,127.833,-,0,0,39600,39600
519506293,2022/04/27 13:52:52,10000585355314,米ドル-円,新規買,20,127.635,-,0,0,,0
518958109,2022/04/26 9:24:32,60000577242341,米ドル-円,決済売,10,127.628,-,0,160,-32500,-32340
518903147,2022/04/26 3:32:57,10000585089176,米ドル-円,新規買,10,127.953,-,0,0,,0
518932070,2022/04/26 9:10:16,60000577239561,米ドル-円,決済売,10,127.547,-,0,1650,200900,202550
517619611,2022/04/21 11:35:05,60000576643071,米ドル-円,決済売,10,128.369,-,0,1170,283100,284270
515808706,2022/04/14 22:18:17,10000583717841,米ドル-円,新規買,20,125.538,-,0,0,,0
518932203,2022/04/26 8:48:43,60000577235000,米ドル-円,決済売,10,127.838,-,0,160,900,1060
518895890,2022/04/26 2:18:01,10000585086030,米ドル-円,新規買,10,127.829,-,0,0,,0
518932291,2022/04/26 8:48:27,60000577234920,米ドル-円,決済売,30,127.861,-,0,480,3000,3480
518896796,2022/04/26 2:25:59,10000585086452,米ドル-円,新規買,30,127.851,-,0,0,,0
518610707,2022/04/25 16:06:42,60000577089364,米ドル-円,決済売,10,128.141,-,0,320,-48800,-48480
518552625,2022/04/25 13:22:47,60000577062347,米ドル-円,決済売,10,128.298,-,0,320,-33100,-32780
517997468,2022/04/22 9:25:01,60000576813140,米ドル-円,決済売,10,128.462,-,0,160,-16700,-16540
517914976,2022/04/22 0:42:27,10000584649650,米ドル-円,新規買,30,128.629,-,0,0,,0
518550485,2022/04/25 13:11:52,60000577061542,米ドル-円,決済売,10,128.302,-,0,320,-20500,-20180
517914798,2022/04/22 0:42:01,60000576776669,米ドル-円,決済売,10,128.567,-,0,0,6000,6000
517900809,2022/04/22 0:03:12,10000584643221,米ドル-円,新規買,20,128.507,-,0,0,,0
518550404,2022/04/25 13:11:38,60000577061506,米ドル-円,決済売,20,128.297,-,0,320,-49600,-49280
518286813,2022/04/22 22:30:58,10000584815540,米ドル-円,新規買,20,128.545,-,0,0,,0
518197058,2022/04/22 18:25:55,60000576902231,米ドル-円,決済売,20,128.447,-,0,0,39000,39000
518175653,2022/04/22 17:38:04,10000584767746,米ドル-円,新規買,20,128.252,-,0,0,,0
517876930,2022/04/22 2:57:15,60000576792378,米ドル-円,決済売,20,128.102,-,0,0,800,800
517758849,2022/04/21 18:32:06,10000584580965,米ドル-円,新規買,20,128.098,-,0,0,,0
517876785,2022/04/21 23:20:03,60000576759698,米ドル-円,決済売,10,128.325,-,0,0,-300,-300
517866670,2022/04/21 22:53:29,10000584628309,米ドル-円,新規買,10,128.328,-,0,0,,0
517694199,2022/04/21 15:37:56,60000576675959,米ドル-円,決済売,10,128.054,-,0,0,-23600,-23600
517619669,2022/04/21 11:35:26,60000576643100,米ドル-円,決済売,10,128.374,-,0,0,8400,8400
517572545,2022/04/21 9:25:47,10000584497991,米ドル-円,新規買,20,128.290,-,0,0,,0
517694087,2022/04/21 15:37:43,60000576675919,米ドル-円,決済売,10,128.047,-,0,0,-35000,-35000
517633967,2022/04/21 12:15:46,60000576650233,米ドル-円,決済売,10,128.535,-,0,0,13800,13800
517618605,2022/04/21 11:31:40,10000584517253,米ドル-円,新規買,20,128.397,-,0,0,,0
517618870,2022/04/21 14:53:13,60000576669765,米ドル-円,決済売,20,128.048,-,0,0,600,600
517556808,2022/04/21 8:42:38,10000584491376,米ドル-円,新規買,20,128.045,-,0,0,,0
517532249,2022/04/21 7:30:37,60000576606757,米ドル-円,決済売,40,128.103,-,0,0,4000,4000
517529915,2022/04/21 7:14:33,10000584479917,米ドル-円,新規買,40,128.093,-,0,0,,0
